"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"HS.114286" 0.0649586683158998 6.24444168309966 0.901288055208411 0.36989838971564 0.435592573085389 -7.40972542195773
"ACE" 0.0378684486877416 5.31923397555058 0.900907221220429 0.370099731744764 0.435805546608883 -7.41006876707682
"RAI14" -0.198565904744231 11.1967736091069 -0.900792645962984 0.370160319758085 0.435852762888139 -7.41017203580005
"LOC731496" 0.0447337152245847 5.50044353832508 0.900161332906457 0.370494273896278 0.436221836601779 -7.41074081826607
"LOC646686" 0.0536678244247882 5.66896004797803 0.899813148335739 0.370678539156725 0.436414634770725 -7.411054348198
"AP1G2" -0.170519241250329 8.78595278284162 -0.899315838032631 0.37094182466198 0.436700440136428 -7.41150195494713
"FADS1" -0.204409274892735 10.2573110428703 -0.899136434215657 0.371036833415599 0.436788116862207 -7.41166336866825
"TRPM2" -0.0805846242483053 5.84273417884313 -0.898892241211416 0.371166177938172 0.436916202043324 -7.41188302390075
"LOC729446" 0.109237989439219 9.40872129413939 0.898759737328279 0.371236374706653 0.436974651451786 -7.41200218859561
"MYBPHL" -0.109265761939912 5.69457224625924 -0.898098591804818 0.371586755893036 0.437362875420582 -7.41259651876756
"PITPNB" 0.068405669501902 9.08531999118158 0.897613979904672 0.371843713651704 0.437641101814054 -7.41303188307789
"OIT3" 0.0849286645614578 5.75103496676145 0.89729442295327 0.372013214948514 0.437816371316246 -7.41331883955171
"APOC2" 0.143415354359263 5.68260448140848 0.896757706282571 0.372298013015639 0.438127304832955 -7.41380057585725
"NHSL2" 0.0422998605911756 5.77111490824855 0.896028228687274 0.37268531614407 0.438558827157586 -7.41445487326112
"KIAA1826" 0.0857777286328885 10.2063948337942 0.895886560155813 0.372760561957935 0.438603475584887 -7.41458188076427
"ATP6V1E2" -0.0976497033751293 7.70742810346682 -0.895879150568154 0.372764497749217 0.438603475584887 -7.41458852300404
"HIBCH" -0.114493140742022 10.2007133379291 -0.895823614144412 0.372793998169385 0.438613924169533 -7.41463830627613
"AMBN" -0.0250622700921745 5.33812201042285 -0.895622327653131 0.372900931966601 0.438715471452521 -7.41481871562104
"LOC388474" -0.0399506166122688 14.5302752448691 -0.895476966553768 0.37297816731793 0.438782069410967 -7.41494897532199
"FLJ20309" -0.0538268347471949 5.60494688062272 -0.895319340196153 0.373061931010672 0.438856339704015 -7.41509020259589
"GYPB" 0.195944918665828 5.54571885786219 0.894781778916279 0.373347683746642 0.439168201126739 -7.41557165364926
"TSC1" 0.0557868147328331 8.72110922084287 0.894714593050422 0.373383407585259 0.439185935785559 -7.41563180674644
"RYK" 0.0723718430811294 10.2654232957029 0.894656336381436 0.373414385364146 0.43919808631909 -7.41568396173197
"HS.257117" -0.0766997132584418 5.53130808955321 -0.89382538539717 0.37385641677489 0.439693676944525 -7.41642751761787
"SCN2A" 0.0605160328220162 5.60496316177048 0.893756363412941 0.373893148411333 0.439712564817685 -7.41648924971095
"LOC642918" 0.0477353908156842 5.35609505263206 0.893006446019055 0.374292380581904 0.440157741450558 -7.41715966138791
"RPS6KA6" 0.082153560993077 6.47866917571617 0.892022016545245 0.37481686642465 0.44075015565917 -7.41803888347137
"HS.543007" -0.0672455254176199 5.75418474443238 -0.891762259080883 0.374955337416718 0.440888611508624 -7.41827072148527
"ZSCAN4" 0.138307891569165 5.60543342667559 0.891638460637933 0.375021342958105 0.440941848767998 -7.41838119039761
"C19ORF63" -0.0732619467479258 6.42927514429249 -0.891542211509602 0.375072665094188 0.440977816671372 -7.41846706585706
"LOC286528" 0.054672195447133 5.57991070007104 0.891276268997495 0.375214494395407 0.441120185170215 -7.41870429792695
"OR2A42" -0.0699321620608964 6.04522197679688 -0.891020402009528 0.375350982146382 0.441256258496501 -7.41893247659353
"KCTD16" 0.0449856478634391 5.34612780142305 0.890896413731009 0.375417132736089 0.441295288613324 -7.4190430244948
"HS.542994" -0.119082844055801 5.99746781417228 -0.890880402813429 0.375425675461742 0.441295288613324 -7.41905729872127
"ZBTB45" -0.0826346424476602 7.74809607883271 -0.890505522217076 0.375625730266478 0.441506045670456 -7.41939144431901
"SERPIND1" 0.130034611233726 5.4106963215865 0.890264524300049 0.375754374015696 0.441632848363789 -7.419606182162
"HS.98348" 0.0758559290081165 5.3906523241479 0.89018449122405 0.375797101479807 0.44165866321769 -7.41967748189578
"FAM116A" 0.0892019498326628 8.89446292232376 0.889511137747052 0.376156707258546 0.44205686851362 -7.42027710862899
"COPB2" 0.0980477022305705 11.0797803823329 0.889356695799689 0.376239217739312 0.442129407244511 -7.42041457760886
"CABP1" 0.06883663903865 5.44905869023965 0.887987272678034 0.376971327815531 0.442965258753959 -7.42163247736405
"THRAP5" -0.100912639059828 6.95131239606687 -0.88779731210238 0.377072953553708 0.44306019969292 -7.42180127367762
"LOC644012" -0.0458462832183147 5.97214282362591 -0.886999587631156 0.377499910398377 0.443537372629468 -7.42250973325387
"FEM1A" 0.127964654250551 10.8524007072296 0.886433042872552 0.377803319575433 0.443869340551728 -7.42301250209738
"LOC653883" -0.0572533156762449 5.33389897284672 -0.886392193079213 0.377825202308674 0.443870533431338 -7.42304874123602
"HS.208617" 0.0395245099065163 5.52156950483612 0.885954455590168 0.378059742769397 0.444121543516201 -7.42343696898056
"OR4N2" -0.0517253266839172 5.53253447790478 -0.885536488863039 0.378283775135083 0.444360182289505 -7.42380748630916
"HMBOX1" 0.0785313592237356 7.37126268256448 0.885361057644162 0.378377831962718 0.444436590226039 -7.4239629506437
"HS.539519" -0.0407540551360464 5.61112274194982 -0.88533722807285 0.378390609232926 0.444436590226039 -7.42398406569384
"HS.544340" -0.0609806372526011 5.6126856408978 -0.884802798504484 0.378677238080682 0.444748690365755 -7.42445746960898
"LGI1" -0.145851093603675 5.82029500032841 -0.884728415035888 0.378717142695293 0.444770999462875 -7.42452333708799
"NUBPL" -0.127695556170891 10.5244196508656 -0.884457496458238 0.37886250505967 0.444906536923583 -7.42476319284418
"EVI5L" -0.101498470997848 9.55055480713887 -0.884435361074146 0.378874383425028 0.444906536923583 -7.42478278705373
"CAMSAP1" -0.083388570680414 9.42886488228859 -0.884373967220668 0.378907330024151 0.444920663369789 -7.42483713028193
"BPIL2" 0.0634374548489507 5.3740809191762 0.884075368754806 0.379067596456037 0.445084281531043 -7.42510138410326
"FSTL1" 0.172400019334171 10.6037220318368 0.883841073263107 0.379193379321446 0.44520739479751 -7.42530866966841
"C8ORF33" 0.0832998123627982 9.49355478325919 0.883684563432857 0.379277417061343 0.445281484618161 -7.42544710674823
"HS.568407" 0.0627622769589326 5.47943440784171 0.883590553320159 0.379327901264854 0.445315271041097 -7.42553024959868
"TTC30B" 0.074889872622873 6.22773337686323 0.883553005420139 0.37934806597079 0.445315271041097 -7.4255634546556
"HS.132276" 0.0552317988633204 5.52073773334556 0.883160121082555 0.379559100604513 0.445538415592881 -7.42591081429963
"MMP27" 0.0546933522748805 5.50026366104663 0.882700219809144 0.379806226113765 0.445803897785338 -7.4263172326128
"TSSK3" 0.053119532698634 6.22068726529154 0.88259858121055 0.379860854647854 0.445843416609529 -7.42640702336933
"HS.536125" 0.0567725307831607 6.03681402312009 0.882328080445909 0.38000626685674 0.445989478167607 -7.42664594282033
"HS.552347" 0.0643845441084576 6.00574603278465 0.881983732888069 0.380191426986058 0.446182170671472 -7.42694998326419
"QPCTL" -0.10855469553211 6.61403951208866 -0.881749067245578 0.380317642038294 0.446305669413911 -7.42715711365024
"ZC3H6" -0.0674821807901279 6.74324251065041 -0.881703486488377 0.380342160712006 0.446309819633976 -7.42719733976065
"DIAPH1" -0.104598436773569 9.18940816505799 -0.881448666313725 0.380479251067657 0.446446058553626 -7.42742218703458
"C6ORF72" -0.135886018422363 7.39671249774419 -0.880973060743983 0.380735204038638 0.44670621935827 -7.4278416792964
"EIF6" -0.100733467214295 11.0300806607109 -0.880958629670244 0.380742971979006 0.44670621935827 -7.42785440427367
"FBXO17" -0.123044418434328 7.49351037549019 -0.88031363164968 0.381090261805315 0.447089016538572 -7.42842293904179
"G6PC" 0.0957941665326437 5.35377702499894 0.879998457991695 0.381260034413098 0.447263522612012 -7.42870060068086
"ACBD5" 0.0753519079615161 6.02811482855165 0.879635813834552 0.381455436070629 0.447468073714132 -7.42901996200621
"HS.489952" 0.090027986345318 6.14228498127481 0.879509570020885 0.381523474031948 0.447523205918913 -7.42913110783639
"LOC643035" -0.101050319846492 6.59301610158548 -0.878490265245602 0.382073096560645 0.448143194758284 -7.43002793584859
"LOC284701" -0.0501331370244381 5.63896575596953 -0.878161493460692 0.382250479923192 0.448326530571583 -7.43031698540209
"VPS53" 0.0828333638836401 6.03951125878711 0.878093158053552 0.382287355604754 0.448340360637271 -7.43037705117551
"CST5" 0.0471455576528091 5.52323628945086 0.878061524419607 0.382304426742458 0.448340360637271 -7.43040485509877
"HS.578915" -0.0492576377832752 5.95410037913856 -0.878011181785079 0.382331595200508 0.448347503253212 -7.43044910099697
"NEIL1" 0.0477605704539398 6.29377964451754 0.877924084235502 0.382378602062419 0.448377907633391 -7.43052564472554
"STH" -0.0532858582939416 5.95471627215748 -0.877764738066898 0.38246461109258 0.448434287594786 -7.43066566322103
"NUBP2" 0.081849499943941 7.69365424653241 0.877756890826821 0.38246884704737 0.448434287594786 -7.43067255799576
"C17ORF38" -0.0501730918857124 5.41348957009101 -0.877384868959357 0.382669698708904 0.448645051052036 -7.43099935589847
"AGXT2L1" -0.117189391397211 5.87286522958601 -0.876979930328825 0.382888396592755 0.44887671317926 -7.43135491438744
"SNX2" -0.0772278605846001 10.8156259857831 -0.876773077396476 0.383000143077176 0.44898297290684 -7.43153648045215
"KCNJ14" -0.0607560550338944 6.0027705354805 -0.876604216659204 0.383091380411364 0.449065179804372 -7.43168466749982
"TMEM53" 0.0914117165456565 6.52100530870103 0.876443879174847 0.383178025070807 0.449141994339622 -7.43182534884064
"CCDC62" -0.0616359295860799 6.01977921567029 -0.876203626331742 0.383307877986679 0.449269444162148 -7.43203610119723
"HS.444291" 0.052625777400694 5.73508721442999 0.875884682933842 0.383480304266837 0.44944677679541 -7.43231579402974
"C20ORF118" 0.0551955711824431 5.7973179425096 0.875788762416078 0.383532169994418 0.449482798234229 -7.43239989057836
"LOC642373" -0.0693816362221911 5.93423452820714 -0.874605084531579 0.38417256273647 0.450194194676977 -7.43343691341036
"TNFRSF25" -0.146664336890332 7.49799182627661 -0.874588544804683 0.384181515762141 0.450194194676977 -7.43345139413788
"LOC219854" 0.0711048572544742 9.29371543666674 0.874419479310894 0.384273039092264 0.450276638270894 -7.43359939755291
"TUBGCP4" -0.0895524499271121 8.78357654195036 -0.874335630724859 0.384318435420902 0.450300031666485 -7.43367278990094
"HS.114322" 0.0531627327441841 5.52579301764923 0.87430440394297 0.38433534271567 0.450300031666485 -7.43370012081667
"HS.565863" 0.0662837976966652 6.36619222306873 0.87333962144108 0.38485793844571 0.450887486708455 -7.43454406398372
"HS.565700" 0.0470724848911306 5.75643579871113 0.873103251005031 0.384986041075596 0.451009430884179 -7.43475068928334
"SPRR4" 0.0734336801449608 5.58031805226151 0.873069323086115 0.385004430727042 0.451009430884179 -7.43478034316146
"HS.551898" 0.0685182317924459 5.75749394382424 0.87255147410359 0.385285183643974 0.451313461164765 -7.43523281599763
"PRSS27" -0.0742657794783249 5.74794979917834 -0.872342579266645 0.385398472433705 0.451421305459105 -7.43541526410301
"LOC642740" 0.0669682932589958 5.76218134378493 0.872217256194906 0.385466448142451 0.451476065108643 -7.43552470028187
"METTL4" 0.0685097568540336 7.97951728529112 0.871814503469368 0.385684953193226 0.451707115921876 -7.43587629242133
"HOXB1" -0.0948521808288351 6.74057719407274 -0.870465585243847 0.386417340871995 0.452532697004107 -7.43705269878445
"GPR180" -0.0928157694500089 8.67508540924963 -0.870437837489681 0.386432415419237 0.452532697004107 -7.43707687911152
"LOC221136" 0.172500054354953 6.16492443890601 0.869237919683766 0.387084645062867 0.453271537854789 -7.43812180310918
"HS.565314" 0.0478255842610181 5.47590872940406 0.868411257600041 0.387534384191824 0.45377319641882 -7.43884086067025
"C1ORF86" -0.0757699987493202 9.52015095107316 -0.86814737207336 0.387678017274292 0.453916392659298 -7.43907025528085
"ARRDC3" -0.089812713763122 7.87306261112047 -0.868021884491546 0.387746331833453 0.453947140076725 -7.43917931708046
"CYP20A1" 0.069573552258758 9.4808653606589 0.868020730507238 0.387746960089043 0.453947140076725 -7.43918031994129
"MARCH3" -0.1499276279235 8.44122310646996 -0.867961689828552 0.387779104034024 0.453959786566193 -7.43923162702234
"HS.442427" 0.0423248520800849 6.00249837960937 0.867595733757159 0.387978381002781 0.454168077833369 -7.43954957084949
"HS.550239" 0.0501301841774746 5.83475923320241 0.867377284848569 0.388097364969275 0.454282360238908 -7.43973929715338
"LYPD5" 0.0956023202110017 5.78400095236402 0.866814051757804 0.388404249042755 0.454604219685512 -7.44022825727756
"SDC2" -0.157107744880402 7.29196113176195 -0.866794185169413 0.388415076327605 0.454604219685512 -7.44024549837893
"PIGA" -0.0897743831426343 8.36990828920642 -0.866590342259405 0.388526181455102 0.454709238279586 -7.44042237980339
"PLEKHG2" -0.1149398157593 6.85783112437975 -0.866541072742427 0.388553038891894 0.454715651973453 -7.44046512650173
"CALM3" -0.0700896335291877 12.822038654251 -0.866306494769361 0.388680926081855 0.454840291505041 -7.44066861580024
"MBD3" 0.090192751545479 8.15675885527242 0.865389741749269 0.389180971339696 0.455386776120253 -7.4414633518978
"PHF8" -0.0517004918376274 5.60582355319011 -0.865371842101511 0.389190738709514 0.455386776120253 -7.4414788609258
"STIM2" 0.0722324100368561 6.62087470305108 0.865316536140197 0.389220918685333 0.455397038578422 -7.44152677840712
"MARCH5" -0.0897017184145427 7.20290453762349 -0.864780721080832 0.389513383232604 0.455714161748018 -7.44199085653658
"SNORD4B" -0.0537555758786215 5.97848903584275 -0.864587176356393 0.389619059391043 0.455812727549603 -7.44215841929289
"HS.324981" 0.0387024933787264 5.38201870702338 0.863346883156657 0.390296685162355 0.456580365731092 -7.4432313369008
"NKX2-5" -0.120739464484131 5.40816096334276 -0.86289358326974 0.390544524166622 0.456845170124737 -7.44362308683103
"HS.131074" 0.0581438982889088 5.67715143913618 0.862727089331238 0.390635578150149 0.456926553908816 -7.44376692310058
"HS.560706" -0.0424177516633806 5.67677213047692 -0.862648505425554 0.390678559512779 0.456951701275504 -7.44383480327465
"HS.537782" 0.0679203809376487 5.67757654412149 0.862554502877653 0.39072997791976 0.456986713604839 -7.44391599396785
"LOC650111" -0.130285179847472 7.06268117334337 -0.862334758022834 0.390850192360453 0.457102179552408 -7.44410575528187
"CCNE2" -0.184739546736147 7.98070106378631 -0.862051445424785 0.391005216125984 0.45725834032744 -7.44435034055318
"ARHGAP28" -0.187008799855055 7.12490758828575 -0.861805374728507 0.391139892581483 0.45739069021994 -7.44456271057116
"MKX" 0.264187958917277 6.77729064474963 0.861761566703612 0.391163872067017 0.457393585989639 -7.44460051260525
"DGKB" 0.099126220686757 5.68703662327045 0.861514428286228 0.391299166849433 0.457526636876335 -7.44481373345532
"HS.120186" 0.055291170094486 5.5217813624569 0.861354235782276 0.39138687892792 0.457584983696128 -7.44495190883133
"EPHA5" 0.0487770923605346 5.29358725933954 0.861344715231996 0.391392092208516 0.457584983696128 -7.44496012006575
"LOC641765" -0.0936723440452365 6.3706431535145 -0.861036374408243 0.391560957229408 0.45775068624445 -7.44522600800078
"HS.545648" 0.0662598451227577 5.68128916939026 0.861007332412646 0.391576864599878 0.45775068624445 -7.44525104662172
"OPRM1" -0.0711133574394688 6.42239044557632 -0.86075698962195 0.391714003105805 0.457885836130328 -7.44546684578381
"RAD52" -0.043233430408287 5.65330517563868 -0.860208897506321 0.392014353037815 0.458211743239222 -7.44593909380809
"NR4A3" 0.0770196864669797 5.50149122096245 0.860082735186308 0.392083509056226 0.458267394974173 -7.44604775611578
"HS.538692" -0.0400768810905607 5.46128825099692 -0.859675452331513 0.392306812980489 0.458503198841097 -7.44639843768863
"GCGR" -0.226116996234985 6.18567671336842 -0.858864484649921 0.392751681663011 0.458997913337394 -7.44709621645104
"HS.569596" 0.0555030420550234 6.23209110526202 0.857795039339602 0.393338817479389 0.459658827964185 -7.44801540635166
"HS.566912" 0.0856751489002508 5.66328216084552 0.857545097838515 0.393476115704157 0.459794015115263 -7.44823006909607
"LDLRAD3" -0.091824706802518 6.39551927546664 -0.857072091120355 0.3937360292252 0.460054119342092 -7.44863614346559
"LOC649049" -0.0759047266040312 13.3688780335784 -0.857061299193155 0.393741960538892 0.460054119342092 -7.44864540572103
"HS.153941" 0.0481755957193345 5.40394029218487 0.856959140355149 0.393798110429471 0.46009445275982 -7.44873307865657
"GUCA2B" 0.0478867951588558 5.40635014544392 0.856304541714099 0.39415801659718 0.46048965623324 -7.44929461270858
"FDXR" -0.052430774428613 5.59939532128023 -0.856136451357347 0.394250467348874 0.460572368792724 -7.44943873749031
"TRIM10" 0.115215211637969 5.40599822797097 0.856053468600775 0.39429611330657 0.46060039684464 -7.44950987867558
"IKZF5" -0.0861829285445903 8.11609753633307 -0.855577326072584 0.394558085789213 0.4608811116322 -7.44991794496324
"RBP1" 0.297060908033522 10.2969522197586 0.855481579579645 0.394610778211123 0.460917350136116 -7.44999997518594
"SMC1A" 0.103845289249418 5.97582999245645 0.85523080332325 0.394748809093346 0.461009445474044 -7.45021478341914
"HS.568720" 0.0820520475366974 5.55728900513023 0.855226008201419 0.394751448687176 0.461009445474044 -7.45021889018877
"SPCS3" 0.125644603592378 8.42810167739067 0.855220202952469 0.394754644345082 0.461009445474044 -7.45022386204884
"MDM2" 0.0607854635041474 5.78234025511999 0.855108337283088 0.394816226967248 0.461046596603678 -7.45031966204443
"ERVWE1" -0.0658650589785499 5.79869543513427 -0.855083672203779 0.394829806014414 0.461046596603678 -7.45034078317119
"ALG12" 0.0648484713894086 6.60405775894309 0.854834150903796 0.394967192959423 0.461181707275615 -7.45055441881207
"POLR2J4" -0.0921309467230986 6.91226443598946 -0.854384444290111 0.395214876585479 0.461445583480608 -7.45093929466251
"C4ORF8" -0.0583305888378625 8.20314761089903 -0.854145150418046 0.395346710705863 0.461574174401691 -7.45114401017402
"FRRS1" 0.0553534871110632 6.03923506004486 0.853693978239456 0.395595348421197 0.461839113955394 -7.4515298338131
"LBX2" 0.107487889622146 5.87215553981589 0.853547697198397 0.39567598346787 0.461907899914662 -7.45165488422095
"RAB20" -0.113813162184838 6.64669577048517 -0.853499070006322 0.395702790653935 0.461913843705403 -7.45169644919319
"COL4A3BP" -0.150944733197986 8.16987789327285 -0.853430534710462 0.395740574669279 0.46193259967021 -7.4517550270228
"ERN2" 0.138670347904543 5.91335995665986 0.853047909299053 0.395951559622451 0.462153513209458 -7.45208197592219
"ANKRD10" -0.113723444168929 8.90725270518222 -0.852045614131575 0.396504566570114 0.462773587682464 -7.45293774167376
"MAT1A" -0.105601747041773 5.38820703685035 -0.850987837316504 0.397088699002484 0.463429919701626 -7.45383980473391
"PREPL" 0.0858563792872722 8.80890741799765 0.850943370488017 0.397113266324241 0.463433164425464 -7.45387770152528
"HS.544670" -0.0408937110558809 5.38153891410359 -0.850854164448371 0.397162554267311 0.463465256299099 -7.45395372137228
"DHRS7B" 0.0734721238852185 8.29083082451513 0.850672660811872 0.397262849880218 0.46355686432619 -7.4541083714361
"EIF3I" -0.0610909446974032 11.7078257017348 -0.850593071190691 0.397306834559033 0.463582757976148 -7.45417617548912
"ATF7" 0.0604443239016713 5.73523622108058 0.85043619246523 0.397393541297761 0.463658494703783 -7.45430980546425
"SLC22A8" -0.0479693846103665 5.28092535963772 -0.850294456297032 0.397471888736674 0.463724470454026 -7.45443051609593
"PON1" -0.0738609268478402 5.58695675444631 -0.849612957585663 0.397848732738008 0.46413867131411 -7.45501064304288
"HS.559898" 0.0620402220516719 5.41424026649756 0.849057368832616 0.398156115118953 0.464471795804281 -7.4554832503562
"CYP3A43" 0.0528916453079305 5.33351417747896 0.848929093200374 0.398227104957279 0.464529133509531 -7.45559232382632
"LOC649365" 0.0432328554427997 6.02690055235925 0.848759020682141 0.398321237835171 0.46459365723659 -7.45573691242099
"ADORA2A" -0.138759396834946 6.71999040392508 -0.848749709718159 0.398326391723547 0.46459365723659 -7.45574482739324
"ICEBERG" 0.053094886487836 5.24971183543928 0.848696712490193 0.398355728003106 0.46459365723659 -7.45578987712641
"LOC284417" 0.0358421234741474 5.7625979588938 0.848671317284086 0.398369785827566 0.46459365723659 -7.45581146307208
"KCNV1" -0.0379833286836648 5.29346775354808 -0.847813863955897 0.398844617885669 0.46512192253542 -7.4565399261713
"C9ORF163" -0.0408782917534594 5.47543414667909 -0.847027426674947 0.399280427937946 0.465604625989148 -7.4572074195585
"HS.132956" 0.0642184549636821 5.34460859699398 0.846861489593801 0.399372420424896 0.465678456219014 -7.45734818179971
"HS.538007" 0.0765357604252056 5.63049872551854 0.846834243269172 0.399387526529241 0.465678456219014 -7.45737129190497
"CASC2" -0.0532715580485139 6.45715240311577 -0.846170350269728 0.399755714940306 0.466082208534052 -7.45793417434612
"TNFSF8" 0.0553186466456171 5.67276837408632 0.846017225363982 0.399840665938687 0.466155703216323 -7.45806393983494
"GJA3" -0.120800900033227 5.83917913173895 -0.845160553111135 0.400316136263939 0.4666844532758 -7.45878949932524
"HS.200669" 0.0506707252858741 6.06276883363167 0.845115160867308 0.400341339510915 0.466688257397746 -7.45882792416016
"SLC44A2" 0.101048265933804 11.1611375871087 0.844900381363405 0.400460605214777 0.466801706133468 -7.45900970889896
"HS.125695" -0.0620345331107514 6.08693395302977 -0.844795733255594 0.400518723516694 0.466843869139328 -7.45909826432921
"C6ORF159" -0.0612399272401211 6.06856158491626 -0.844570339090175 0.400643917928549 0.466964207027844 -7.45928896095929
"HS.574069" 0.0776688745250301 5.96710576529256 0.844414196441159 0.400730660844634 0.467039717649784 -7.45942103740677
"EEF1A1" -0.0326431302374787 14.7710047037983 -0.844359781056184 0.400760893264865 0.467049362296567 -7.45946706012546
"HS.131310" 0.0746379083432203 5.50609679104538 0.84396458861006 0.400980498423763 0.467279690022017 -7.45980121317051
"PTGES2" -0.0913786787530008 10.0316514998051 -0.8437509523846 0.401099244903914 0.467392464027126 -7.45998178814736
"KIAA1161" -0.0700930245576451 5.81177857252541 -0.84362806049304 0.40116756224234 0.467446464883967 -7.46008564153997
"UNC5C" -0.0510631639412071 6.24652228095524 -0.843576193332954 0.401196398061823 0.467454457886341 -7.46012946893632
"LOC642216" 0.0513005539858039 5.40649526256811 0.843512725942166 0.401231684812484 0.467469965911505 -7.46018309484139
"ZNRF3" -0.106224829734857 7.64020962041277 -0.84314796079572 0.401434524552176 0.467680675416219 -7.46049122119728
"FANK1" -0.0374851628001909 5.93723717716807 -0.842970214799579 0.40153338878341 0.467770234558953 -7.46064132022305
"RNF113A" 0.0891449160017668 8.68914662554187 0.842873094122755 0.401587414625747 0.467807551834845 -7.46072332139915
"PRKACG" 0.0534289603012658 5.77945026033922 0.842702639110691 0.401682245281771 0.46787243762112 -7.46086721793128
"HS.568696" -0.039379519301165 5.71359477609363 -0.842693900752712 0.401687107133511 0.46787243762112 -7.46087459399998
"HS.566762" 0.0394556615435893 5.80033394382996 0.842571424606715 0.401755254249193 0.467926190282789 -7.46097796848593
"ATG16L1" -0.0589680111003574 9.3327769955231 -0.841787512843765 0.402191598733976 0.468408754745423 -7.46163926942677
"WDR46" 0.0734091134164041 9.69680366512275 0.841669263868903 0.402257444094405 0.468459791586756 -7.46173897062978
"CPE" 0.191447102193459 8.55037974088459 0.841579981530545 0.402307164127147 0.468492044681295 -7.46181423958474
"LOC440491" -0.034946562588304 5.51860478613528 -0.840978483363129 0.402642227372889 0.468856562021609 -7.46232112433709
"HS.120651" 0.0533957613239401 5.98494075729004 0.84069492643288 0.402800241139164 0.469004746751545 -7.46255995513716
"COL27A1" 0.115552065711112 6.13347372852272 0.840670987936418 0.402813582737247 0.469004746751545 -7.46258011412801
"HS.542312" 0.052231570899679 5.83141071705287 0.840615814677227 0.402844333373957 0.469013957748423 -7.46262657426108
"LOC646426" -0.0894035327121341 6.37576467823673 -0.840577672398023 0.402865592685884 0.469013957748423 -7.46265869124328
"HS.442098" 0.0592136464831625 5.71843683675795 0.839737691408855 0.403333945132158 0.469532108293347 -7.46336561775455
"ZFP57" 0.0675530047651979 6.09246299961264 0.839700280180409 0.403354812413348 0.469532108293347 -7.46339708680002
"HS.560387" -0.0830337606722058 6.01517640058363 -0.839635682760177 0.403390845190473 0.469548356574726 -7.46345142069215
"CLDN23" -0.216771150037914 8.7143877372738 -0.839526884405407 0.403451537911464 0.469593305768249 -7.46354292337768
"C6ORF61" 0.0581330184621199 6.91146963340121 0.839334963195282 0.403558613940361 0.469692234467357 -7.46370430643579
"HS.568676" 0.0640304723443569 5.45516773404708 0.839080979383889 0.403700342332038 0.469831481191924 -7.46391782098674
"HS.539849" -0.0719073957411955 5.81191743998545 -0.838689645698845 0.403918774211339 0.470059976269252 -7.46424667589068
"HVCN1" -0.0902257957013238 6.41451381254931 -0.838599817947924 0.403968923785134 0.470092618733716 -7.46432214079579
"ANGEL1" -0.0754718660582851 7.95883880345909 -0.838322238315826 0.4041239165555 0.470247255418602 -7.46455528706527
"GLG1" -0.0686145950046285 11.8965621006566 -0.837680914902671 0.404482152169053 0.470638359979646 -7.46509366060426
"HS.267120" -0.0683126515828857 6.10978217678454 -0.836721493584623 0.405018434086521 0.471236577587485 -7.46589831162497
"FNDC3A" 0.112404254200333 8.53338791861213 0.836116649165254 0.405356742404767 0.471604401230202 -7.46640511837527
"HS.536154" 0.04281729836683 5.82782472310866 0.835939659615893 0.405455770647768 0.471693814124299 -7.46655335193001
"CST6" -0.185424823210381 6.38386251064736 -0.835262386501048 0.405834850633764 0.4721090023424 -7.46712030133172
"B3GALT1" 0.0659241508958965 6.23533925553816 0.835000343633542 0.40598157773436 0.47225386306396 -7.4673395376467
"SLCO1B3" 0.0986795746329758 5.22403566042924 0.834864166610649 0.406057840804026 0.47231674587097 -7.46745344245643
"ALDOA" 0.145166200240154 11.7833719042244 0.834620382000776 0.406194388962557 0.472429573931212 -7.4676573096007
"HS.553145" 0.0714317024621881 5.80859997946548 0.834611684947474 0.406199260854118 0.472429573931212 -7.46766458150972
"HS.565170" -0.0442667983711317 5.60950839216493 -0.834548265929031 0.40623478781942 0.472445061328971 -7.46771760610382
"HS.542706" 0.0644072984498503 6.08459549267111 0.834346394359603 0.406347887660243 0.472550758210105 -7.46788636436906
"ATP1A3" -0.0593827257514867 6.17419161382022 -0.833909310661149 0.406592832105514 0.472809760098206 -7.46825161486414
"LOC647359" 0.0637860013056929 6.31670381027691 0.833008861265769 0.407097732017536 0.473371008459247 -7.46900348468424
"HS.560429" -0.0963756885113183 5.70134333310915 -0.832855123499519 0.407183973843553 0.47344540874747 -7.46913177488376
"DOCK11" -0.162618717082927 9.05036843643155 -0.832525687706426 0.407368813792655 0.473634437725257 -7.46940660206936
"HS.437797" 0.0440024537525699 5.50635667152165 0.832028351578908 0.407647955698521 0.473933081857414 -7.46982129500559
"HS.129547" 0.0414670720853614 5.82753637766521 0.831847050503373 0.407749744139156 0.474025512793572 -7.46997240830412
"LOC286310" 0.0558757088854662 6.58489088921083 0.831651892984855 0.407859329263591 0.474115256051008 -7.47013503463291
"LOC729466" -0.0636394427708014 14.0550135435374 -0.831630187391752 0.407871518521809 0.474115256051008 -7.47015311975701
"PPM1L" -0.047369771207109 5.43659547407758 -0.831195711123474 0.408115554767656 0.474373003577202 -7.47051502812872
"LOC651029" -0.0599615726365934 6.00426809072164 -0.830885774424885 0.408289693794531 0.474549482361809 -7.47077308423667
"HS.543129" 0.0346221898868917 5.48529782225566 0.830720645604073 0.408382490382355 0.474624209789812 -7.47091053330744
