"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"SPESP1" 1.17644700415297 6.33132003268531 10.9206589965546 4.81274432647205e-18 7.86870749949169e-17 30.1917018965057
"RAB7A" 0.731483987264538 12.2704716942563 10.9138084723466 4.96923839658482e-18 8.11833102409798e-17 30.1597178392447
"ACSS1" 2.42045806446311 6.60977122527127 10.9126751438297 4.99561607065405e-18 8.15516112347523e-17 30.1544261999831
"TOLLIP" 1.49473074235537 7.43348334384792 10.910910252701 5.03697305128197e-18 8.21636915443396e-17 30.1461855537059
"FGF2" -2.13210868473552 8.26986585730358 -10.9008435072851 5.27952273907992e-18 8.59985271535727e-17 30.0991778697147
"ENOPH1" -0.987124246659934 11.2307946750728 -10.9008180686311 5.28015027326247e-18 8.59985271535727e-17 30.0990590728718
"LOC388503" -0.567370307523714 5.79395921186152 -10.8993262860428 5.31708152255253e-18 8.65082977483957e-17 30.0920924715818
"MVP" 3.08843307872998 8.22925823005375 10.8992256122688 5.31958316275218e-18 8.65082977483957e-17 30.0916223213522
"ZNHIT4" 0.892269629191036 7.33476825920883 10.8979005255288 5.35262047879073e-18 8.69790605075306e-17 30.0854340552691
"OSR1" 3.55104778454578 7.54754619785314 10.8912808566471 5.52077191296427e-18 8.96430071455443e-17 30.0545179166817
"RCAN3" -1.42566302885845 6.8789688501284 -10.8897645051531 5.56003006606138e-18 9.02115938483537e-17 30.0474356265146
"SNORA62" -1.48421679349807 7.54518024397334 -10.889360557147 5.57053539059783e-18 9.03131541870475e-17 30.0455489164802
"BAD" 0.979592351315103 7.78202496892239 10.8869903071475 5.63258006792073e-18 9.12495130424539e-17 30.0344780324343
"GPM6B" -2.81024358074018 8.96746864380129 -10.886447026669 5.64689859837269e-18 9.14118569908565e-17 30.0319404443686
"CSRP2" -2.20015408030613 9.34586016050166 -10.884378313052 5.7017560311033e-18 9.2229697747223e-17 30.0222775919326
"SLC30A3" -1.8429902456152 7.7087258866727 -10.8813307690043 5.78354521871837e-18 9.34816036074152e-17 30.0080421640683
"HS.543875" -1.18879708634044 6.42827213377285 -10.8758247121165 5.93431132146364e-18 9.5835952582944e-17 29.9823212028703
"CLEC14A" 2.99064393439696 7.29672457760511 10.8756839946093 5.93821566942411e-18 9.5835952582944e-17 29.9816638300404
"LTBP3" 1.61779200976854 8.7340228233044 10.8702186302324 6.09186817862902e-18 9.82411888003168e-17 29.9561309561189
"COPS7B" -0.688737696630091 10.2375087876541 -10.8699675889522 6.09902095389463e-18 9.82820262956763e-17 29.954958104698
"KCNJ4" -0.770478285487962 5.79075302127281 -10.8697652122681 6.10479329004227e-18 9.83005738625959e-17 29.954012608684
"PCGF5" 1.0885719482417 6.04688432242369 10.8603892210673 6.37831841184906e-18 1.02627239741635e-16 29.9102054291624
"SNORD22" -1.25223196605827 7.00863596895578 -10.860091156003 6.38721263366018e-18 1.02692668125915e-16 29.9088126947994
"DTL" -2.18102025439687 8.02489210935403 -10.8571284998547 6.47629718715173e-18 1.04046312286937e-16 29.8949691198475
"AKT1" 1.05476331913895 10.2489254667316 10.8544787480558 6.5570284334398e-18 1.05263812685055e-16 29.8825871700231
"CD99" 1.58988611547818 8.92629950354323 10.8473999928775 6.77768616343601e-18 1.08643556728713e-16 29.8495068381218
"ASMTL" -0.989686738929339 9.20764731468121 -10.8473972672922 6.77777254379211e-18 1.08643556728713e-16 29.8494941003372
"LAMA2" 2.21890762095647 7.51366156984496 10.8468388610182 6.79549309376528e-18 1.08845582528224e-16 29.8468844273383
"MAOA" 3.5004252447688 9.76054756897977 10.8447214141356 6.86311178104041e-18 1.09845937317164e-16 29.8369885042812
"SSB" -0.948225810902014 11.8649586976626 -10.8422318190279 6.94347854612604e-18 1.11048670792968e-16 29.8253529724609
"ELAVL2" -1.19861205464766 6.14728764841385 -10.8420365490371 6.94982185357579e-18 1.11066612056657e-16 29.824440329271
"JPH4" -1.22167884634108 6.11595162573817 -10.8416265887905 6.96315825258515e-18 1.11196200593648e-16 29.8225242694729
"ZNF775" -1.03644357024624 7.66703479616272 -10.8331379349262 7.24514543729171e-18 1.15612519577368e-16 29.7828478400504
"LOC143543" -1.35997895968049 8.59335347851341 -10.8319969282803 7.28391231103248e-18 1.16144002074941e-16 29.7775143621881
"RPUSD2" -0.781055400683147 10.5581457671908 -10.8315746033867 7.29831393801441e-18 1.16286468745696e-16 29.7755402418008
"PPM1M" 1.55131051449493 9.04827747003803 10.825605746722 7.50493837571848e-18 1.19489179782865e-16 29.7476381345791
"RNF185" 0.975456084503453 7.20537739345315 10.8221189461888 7.62834612441128e-18 1.21363164107967e-16 29.7313376366006
"PBX2" -1.11666729994765 8.77793028388417 -10.821634770918 7.64564266648054e-18 1.21547432854042e-16 29.7290740971121
"HIST1H1A" -0.883889304595811 6.2551415427855 -10.8189999095704 7.74046164332455e-18 1.22962927270468e-16 29.7167557505268
"THOC6" -1.08105081866008 8.9580571460192 -10.8142915488125 7.91284523660751e-18 1.25607560468566e-16 29.6947424090879
"ZDHHC22" -1.01839912070847 6.22171839333333 -10.805401176385 8.24891288470032e-18 1.30844612953364e-16 29.6531727893087
"NPHP3" 1.08185360000605 9.10817637239814 10.8051029019288 8.2604329694396e-18 1.30918401541759e-16 29.6517780307782
"IGSF5" -1.97507641026724 7.25861706453136 -10.804962160491 8.26587434867108e-18 1.30918401541759e-16 29.6511199090512
"NRN1L" -1.05157617867987 6.04357141265604 -10.8004990757687 8.44030476296936e-18 1.33581638849048e-16 29.6302494114894
"LRRC29" 1.14450687882759 6.67613519224856 10.782633271062 9.17632272750923e-18 1.45122349990222e-16 29.5466919740526
"MID2" 1.12107727315152 6.95416727786594 10.7784629958329 9.35719573332931e-18 1.47872890374181e-16 29.5271849532248
"CLEC3B" 2.66901521456731 6.85053611168532 10.775797251289 9.47468354920853e-18 1.49618406663114e-16 29.5147150113149
"NUP93" -0.993247217135196 10.716545745662 -10.7715587648144 9.66454145081766e-18 1.52503309495803e-16 29.4948871199338
"IRF2" 0.784874519936986 6.78039164775606 10.7644044478915 9.9937079202999e-18 1.57580549423795e-16 29.4614162855867
"MAP2K6" -1.08319242676038 6.23610568633896 -10.7587051245892 1.02639605821429e-17 1.6172200410575e-16 29.434750255813
"TNS1" 2.07091783592695 6.93439336592646 10.7512168137994 1.06302196864446e-17 1.67368914100935e-16 29.3997108735796
"CHST9" -2.10927636102044 6.96238308082815 -10.7469489185309 1.08448014555725e-17 1.70621132959677e-16 29.3797389605464
"ZNF480" -0.943365752834686 8.22945277240136 -10.7420588525135 1.10960112114442e-17 1.74444386163068e-16 29.3568541922383
"LOC653874" -1.88246633376492 8.92837490743165 -10.7409598663204 1.11532662352905e-17 1.75215011883946e-16 29.3517109032248
"TCF3" -1.49869460615557 9.21702388141787 -10.740733986601 1.1165070787007e-17 1.75271011594411e-16 29.3506537701388
"TRMT11" -1.03092015542987 9.92700695573282 -10.7382239381617 1.1297093160921e-17 1.7721273497489e-16 29.3389063572859
"NAP1L1" -1.09883373443607 10.6194416463131 -10.7368802454281 1.13684104028652e-17 1.78200042505044e-16 29.3326175115698
"RNASEH2A" -1.78208235978698 9.07963790572043 -10.7298764692859 1.17475164815081e-17 1.84006938938262e-16 29.2998361743515
"SLFN11" 2.6092009394842 7.28871304724651 10.7288410646747 1.18046275549002e-17 1.84765439823607e-16 29.2949896875475
"C9ORF127" 1.21193917431686 7.9505512371527 10.7157306244826 1.25523275960533e-17 1.96323941393861e-16 29.2336172038016
"SNORD109B" -1.26622284794344 6.24772338516509 -10.7151271420247 1.25878660188438e-17 1.96735119828675e-16 29.2307919384256
"LOC643287" -2.30310447309697 10.1730268106698 -10.7133732266757 1.26917260727896e-17 1.98212705796114e-16 29.2225806791122
"KLF6" 1.83783222467035 9.51187490182092 10.7078472674111 1.30246053110745e-17 2.03262200713035e-16 29.196708739475
"PCDHB5" -1.95547936885182 6.99288906777878 -10.6994330843335 1.35483649845145e-17 2.11280990898539e-16 29.1573109572297
"TLN1" 1.22368250239302 9.44141290623163 10.6983321041127 1.36184430318042e-17 2.12218243025279e-16 29.1521555195409
"PPP2R2C" -1.6360593638596 6.65422042173286 -10.6977785268681 1.36538157864041e-17 2.12613701019473e-16 29.1495633177699
"MAP7" -2.66938959069911 9.36473212059725 -10.6963418056607 1.37460506387995e-17 2.13893374643676e-16 29.1428355879328
"G3BP2" -1.31847922405312 10.6434209462276 -10.6895139656965 1.41930000882238e-17 2.2068662637179e-16 29.1108612148014
"USP37" -0.903517656649845 8.10690022324675 -10.6891650497247 1.42162275685648e-17 2.20886323309673e-16 29.1092271878966
"LYL1" 2.18972606082425 8.08384404548847 10.6889519934732 1.42304295546159e-17 2.20945596391413e-16 29.1082294093287
"TMEM140" 2.07911727361485 7.37252277655808 10.6887687775531 1.42426538113196e-17 2.2097409862916e-16 29.1073713759546
"UGT8" -2.20366170722991 7.25048207743451 -10.6862225156291 1.44136359725228e-17 2.23463885401992e-16 29.0954465649576
"C10ORF2" -1.21887173099175 7.79796950063762 -10.6837732409847 1.4580047695824e-17 2.25879238556352e-16 29.0839756107155
"PANX2" -1.90414878585392 7.64946233273456 -10.6824843370042 1.46683924739226e-17 2.27082515511504e-16 29.0779390049529
"HSPB6" 3.21736280646253 7.98648811193929 10.6820524596288 1.46981143790353e-17 2.27377157059244e-16 29.0759162774086
"MAPRE3" 1.80765201827714 7.66363298553589 10.6812768687092 1.47516424494689e-17 2.28039379754836e-16 29.072283716229
"ZNF625" -0.752975928011653 6.49430612126483 -10.6725913817322 1.53646004273378e-17 2.37342349811113e-16 29.0316019222834
"PDE7B" 2.61756844709579 7.31334778304768 10.6685112991202 1.56612977273723e-17 2.41749973845382e-16 29.0124897759666
"C19ORF46" -2.17153527788903 7.34196092136856 -10.664487151423 1.59595556986128e-17 2.46175278654961e-16 28.9936386933063
"IFNGR1" 1.24299878100929 10.8893863437108 10.6633205856429 1.60470784366929e-17 2.47345945961518e-16 28.9881737506852
"HS.128708" 1.00955528605794 6.25480445989896 10.6597607224716 1.63171476637156e-17 2.51326609670452e-16 28.9714965792315
"SDSL" 2.13933123850926 7.68342656809504 10.6594536621096 1.63406552840238e-17 2.51506569136375e-16 28.9700580349425
"CBX6" 1.47779126473974 9.74830924950754 10.656834646016 1.65425446284635e-17 2.54429838605963e-16 28.9577880084724
"TIFA" 0.734766247364068 6.09663477821575 10.6565601737755 1.65638468708846e-17 2.5457340086025e-16 28.9565020897476
"DCTD" 0.764158851079059 10.2361360978209 10.6553574195185 1.66575194944887e-17 2.55828229001638e-16 28.9508670633604
"PPM1E" -2.32944756202405 8.06750379714474 -10.6524724664788 1.68843759542782e-17 2.59125224331494e-16 28.9373504234579
"EXOSC9" -1.51358279366856 8.9877925425899 -10.651414050584 1.69683784993661e-17 2.60226661182419e-16 28.932391391632
"PLCXD1" -1.588813247131 9.51964428748 -10.6488818111723 1.71710578398094e-17 2.63145224287166e-16 28.920526742579
"ALDH7A1" -1.11743549901012 11.3915766068719 -10.6486412777105 1.71904358450767e-17 2.63252527617441e-16 28.9193997189158
"IFIT5" 0.94052596810423 6.61886596625117 10.6448225095061 1.75010404616671e-17 2.67816281769871e-16 28.9015063692067
"PUS3" -0.682830409827404 8.45347824778101 -10.6387490982723 1.80066650713477e-17 2.7535569571002e-16 28.8730468636652
"C6ORF115" -1.94237471359633 8.77846364899439 -10.6366375743393 1.81858648497293e-17 2.77896214955886e-16 28.8631519414357
"C6ORF168" -1.50384355633124 7.08826091130827 -10.6312583362887 1.86505110876425e-17 2.84740610457265e-16 28.8379428636673
"HERC5" -2.44020926258398 9.75604362283059 -10.6311436836164 1.86605430387583e-17 2.84740610457265e-16 28.83740554134
"ENPP1" -1.0975537748117 7.32398088018984 -10.6309839009987 1.86745328244352e-17 2.84749811977464e-16 28.83665671526
"TCIRG1" 1.77556913440061 7.71682729042324 10.6289086799979 1.88571873226605e-17 2.87328962421427e-16 28.8269309971712
"RNF5" -0.79217975585468 9.09379218282194 -10.621256432851 1.95463353196368e-17 2.97616391255544e-16 28.7910659084958
"ABCB7" -1.08944624776224 8.99084578886253 -10.6207859180149 1.95895240569552e-17 2.98060633916663e-16 28.788860558254
"ICAM2" 2.91355226425578 7.77380055350118 10.6200079100216 1.96611477567789e-17 2.9893657893813e-16 28.7852139292586
"HS.441076" -0.916545734852444 6.50577167661239 -10.6165526386467 1.99824277817627e-17 3.03604443818482e-16 28.7690181903077
"SET" -1.48299368112898 11.5488145722008 -10.6151672899362 2.01127149060954e-17 3.05365852082481e-16 28.7625245179907
"SRPK1" -1.13061679722338 10.3475508243086 -10.6134771854248 2.02728173940036e-17 3.07577103272361e-16 28.7546021892923
"CKS1B" -1.84074190949549 11.8141283358278 -10.6120603057391 2.04080219013304e-17 3.09407721926727e-16 28.7479604721441
"CDH3" -3.28248794332832 8.59795432088856 -10.5986347796034 2.17348800705796e-17 3.29289625342805e-16 28.6850218392735
"TSC22D4" 0.87665929886306 7.002222463159 10.5968291748615 2.19198097912959e-17 3.31854999338544e-16 28.6765564266031
"GAP43" -1.92418581246931 7.19629953985115 -10.5926750027661 2.23512928124209e-17 3.3814676345164e-16 28.6570792812202
"LNPEP" 1.02814178491146 6.65417760857336 10.5919733206791 2.24250109999751e-17 3.39020901905096e-16 28.6537892977182
"DLG7" -2.99961205434978 9.57470124340243 -10.5916566604773 2.24583588743778e-17 3.39283914500632e-16 28.652304561048
"C17ORF53" -1.91631360331311 9.16764140546943 -10.5902543144031 2.26066404420848e-17 3.4128165283434e-16 28.6457292610144
"LOC220115" -0.703156925613655 5.77539819779713 -10.5862873059891 2.30314432050565e-17 3.47448105258692e-16 28.6271282185277
"RNPS1" -0.715021154436187 10.5759997462719 -10.5828389065502 2.34072096510438e-17 3.52866588580689e-16 28.6109581917496
"OSBPL10" -1.6050499618255 9.42888480282286 -10.5785250783762 2.38859483054279e-17 3.59828616433963e-16 28.59072912422
"HS.132574" -1.03879323425564 6.20759392307106 -10.5775926766403 2.39907077344085e-17 3.61150986708142e-16 28.586356627583
"GRID2" -0.800565085455692 5.53854089358281 -10.5772445921176 2.40299345553472e-17 3.61485670386698e-16 28.5847242734321
"C10ORF56" 1.91324734800808 8.9827237359332 10.5693511420424 2.49369470997487e-17 3.74864877568025e-16 28.5477058851429
"ZNF607" -0.662505208645049 6.16376628667876 -10.5638260770462 2.55921652563148e-17 3.8444275929878e-16 28.5217926245946
"HS.545997" -1.7600145277622 6.30169523937391 -10.5615706797358 2.5864569671151e-17 3.88260593842662e-16 28.5112140441848
"CCNB1" -2.5829297642028 8.48421347538497 -10.5601276116438 2.60403851861077e-17 3.90624141956062e-16 28.5044454186971
"HS.363526" -2.15442795053779 8.88112243564016 -10.5582753289392 2.62678146324279e-17 3.93758058524576e-16 28.4957572302301
"CDC123" -1.02483879679398 10.6970794243625 -10.5572606903144 2.63932385799648e-17 3.95359561855233e-16 28.4909979577834
"PRPF38A" -0.728249248588005 7.93133209491266 -10.552386516466 2.70041792284495e-17 4.04226528056544e-16 28.4681343382567
"C18ORF56" -2.48712145768254 9.30357806709078 -10.5502488848945 2.72765692368435e-17 4.08016810293177e-16 28.4581067981783
"DLC1" 1.84257629261868 6.9163705745291 10.547772519272 2.75955692202726e-17 4.12498491134517e-16 28.4464899620615
"LOC645478" -0.821178955974184 6.00025789629733 -10.544578934893 2.80124890502917e-17 4.18436555188733e-16 28.4315081048567
"MRPL42" -1.4770705031475 9.49396319895493 -10.5412702051738 2.845110413455e-17 4.24690130558606e-16 28.4159854944296
"PITRM1" 1.11410696832838 8.90081808523754 10.5379064274021 2.89040765743526e-17 4.31149097344358e-16 28.4002040279726
"ARID2" -1.37286267890113 8.37851746661597 -10.5367483099306 2.90616984447928e-17 4.33196487469647e-16 28.394770475075
"HOXA4" 2.15136616918964 6.39303096563758 10.5271076205774 3.04077151495515e-17 4.52942933435651e-16 28.349536360223
"PEAR1" 1.21362965441951 6.527042797137 10.5252899909509 3.0668407580351e-17 4.56506436418227e-16 28.3410074867704
"PCSK4" -0.607168241730727 6.10368039302558 -10.524361942227 3.08023754127147e-17 4.58179949233465e-16 28.3366527309275
"GJA1" -2.14726725844773 11.7957834007457 -10.5191208751063 3.15700352397508e-17 4.69270593700027e-16 28.3120588025933
"MARS" -1.53701370342736 9.16582448748161 -10.5148966407647 3.22026990693782e-17 4.78340511106664e-16 28.292235346594
"FKBP15" 0.87561325406853 7.45767338639847 10.5117981524329 3.26748279276093e-17 4.8501483939161e-16 28.2776941843999
"FBXO8" 0.843123940011131 8.86365270798104 10.5102544048359 3.29126388903379e-17 4.88204143540012e-16 28.2704492098704
"CDC23" -0.652395394415626 10.3100006109522 -10.5099219029609 3.29640867970578e-17 4.88396639459209e-16 28.2688887261771
"UBE2O" -1.14852845449831 7.90868922552967 -10.5098737930357 3.29715375047447e-17 4.88396639459209e-16 28.2686629382355
"SLAIN1" -2.10358247151467 7.62653259887107 -10.5094464691269 3.30377906293991e-17 4.89037470061203e-16 28.2666574301777
"C5ORF39" 2.1428135624544 7.46379452890015 10.5057400510191 3.36180697455487e-17 4.97280919024734e-16 28.2492621401054
"PDE1A" 1.88131780795946 6.42334982485113 10.5054021318322 3.36714802225288e-17 4.97724847681313e-16 28.2476761519587
"TLR3" 0.729073431363982 5.84855375982893 10.5040577395172 3.38848146786312e-17 5.00530481270252e-16 28.241366328822
"SEMA5B" -1.73935761882776 6.74243909760169 -10.5010784623837 3.43624221672106e-17 5.07218435273758e-16 28.2273829365489
"FZD3" -2.00533007072412 8.02431527593138 -10.5009370094891 3.43852655570852e-17 5.07218435273758e-16 28.2267190084834
"ARHGAP24" 1.84606660430059 6.86543698486058 10.4984617147104 3.47874772480456e-17 5.12795861776283e-16 28.2151007124702
"PASK" -1.5651067488067 7.47235629870476 -10.4982062756494 3.48292512286056e-17 5.13056096179827e-16 28.2139017394388
"CPSF4" -0.720876946086056 10.9074839443903 -10.4961182984818 3.51726060124287e-17 5.1775536504524e-16 28.2041011205145
"CFLAR" 2.25574748232156 8.65170923038291 10.4948878083157 3.53765396507473e-17 5.2039721639768e-16 28.1983252971668
"RAB11FIP4" -1.4837901847083 6.59792993978343 -10.4936704768534 3.55794590203982e-17 5.22820791593697e-16 28.1926111622031
"ESCO1" -1.53152763970964 7.19720692050158 -10.4936047274121 3.55904520815981e-17 5.22820791593697e-16 28.1923025331536
"TUBB2B" -4.2892773254423 11.8190307438699 -10.4904650265882 3.61193816374076e-17 5.30224545762109e-16 28.1775644601133
"CCDC136" -1.4476381109354 8.46634361766547 -10.4873464775621 3.66525497244263e-17 5.37680265647085e-16 28.1629251695553
"FAM3A" 0.896492653641874 10.5401718902749 10.4864186540177 3.68126945303847e-17 5.39657357240394e-16 28.1585696242401
"RAD51AP1" -2.37300114547826 9.5943138020409 -10.4848675678732 3.70819843863892e-17 5.4323064041521e-16 28.1512881553898
"EHD1" 1.22431818349595 10.8477617107446 10.484367852891 3.71691617282992e-17 5.441329932021e-16 28.1489422507712
"ITGA1" 2.11727636982233 7.21938210873043 10.4827619397292 3.74507135920395e-17 5.4787766768657e-16 28.1414032278036
"ADH1A" 4.49749048783546 7.73847117188444 10.4815891602112 3.76576776876297e-17 5.50526778071183e-16 28.135897483823
"NBPF11" 1.20545829222837 9.29455018623795 10.4813210992132 3.77051440365621e-17 5.50842114561616e-16 28.1346390316755
"CXORF26" -1.00796531255299 10.2311784437225 -10.4810549476269 3.77523316265356e-17 5.51152948543609e-16 28.1333895398812
"TCTN1" 1.30209708943165 8.93211575040326 10.4790573088393 3.81083999417015e-17 5.55969667462231e-16 28.124011184102
"RPA1" -0.826929413420492 10.7884062023507 -10.4759687713316 3.86655538441204e-17 5.63711443329874e-16 28.1095109597231
"SAP130" -0.654633729314825 9.45011224146701 -10.4699247937276 3.97795915474219e-17 5.79555953291241e-16 28.0811339677474
"F11R" -2.44958919825886 8.6685883571908 -10.4632726305769 4.10429708936454e-17 5.97553069047729e-16 28.0498993345686
"B3GNT2" -1.46853605043141 8.23950069112509 -10.45857030817 4.19602321332587e-17 6.10489806912822e-16 28.0278186445514
"DYRK4" 0.910867281225395 9.54192817195316 10.4565502636668 4.23605577835699e-17 6.15892976496457e-16 28.0183327794747
"HS.539280" -0.97262134987378 5.74036419122069 -10.4551637521141 4.26375459258241e-17 6.19238679772961e-16 28.0118217828197
"CDC25C" -2.08681209130369 8.09137614131131 -10.45510713037 4.26488959554035e-17 6.19238679772961e-16 28.0115558875582
"PCGF6" -1.05599309450684 8.97798270197442 -10.4525452442838 4.31656167033078e-17 6.26313665004134e-16 27.9995251213397
"CAPNS1" 1.01328839845862 10.8474247341281 10.4461512925735 4.44827952217732e-17 6.44985369572146e-16 27.9694973083893
"BXDC1" -0.893998657735347 11.4816658465061 -10.4372463081958 4.63846694545455e-17 6.72103749296756e-16 27.9276735540166
"C19ORF51" -1.30656206814537 6.48305966843797 -10.4368497767024 4.64712289617628e-17 6.72899599214198e-16 27.9258110850768
"KCTD6" -0.779555719988002 9.48400121522642 -10.4333903759833 4.72332895456698e-17 6.83468912874791e-16 27.9095622919955
"MRPL10" -1.06557895714066 7.85773831059457 -10.4286626330041 4.82950510241344e-17 6.98357600499227e-16 27.8873551373732
"PRSS16" -1.53447136146208 6.54495044976771 -10.4278689320291 4.84756324881725e-17 7.00492648543422e-16 27.8836268563901
"KIAA1467" -1.14267755776647 7.83990802386953 -10.4275362685734 4.85515206683874e-17 7.01112964112198e-16 27.8820642147383
"MATR3" -1.0308586459945 10.4804496056673 -10.4232272753058 4.95453316145576e-17 7.14978798353633e-16 27.8618228061264
"NTHL1" -1.00968705108275 9.20797740045602 -10.4229683766375 4.9605688441268e-17 7.15364473785906e-16 27.8606066056583
"ZCRB1" 0.87958105498168 7.44551207310478 10.421898554589 4.98558777635042e-17 7.18485349530826e-16 27.8555809824546
"PIK3R1" 1.58825053609752 7.2716344403262 10.4201444314803 5.02688387036781e-17 7.23946153057507e-16 27.8473406471199
"FOXC1" 3.70286110342092 8.67946017786247 10.4199915909556 5.03049828853172e-17 7.23976516206753e-16 27.8466226417742
"NLP" -1.23103556833866 6.97719844016431 -10.418749793684 5.0599614213287e-17 7.27724404280478e-16 27.8407889560046
"DPPA3" -1.03928395796117 5.8784013425843 -10.417801369564 5.08258038850781e-17 7.30483563810471e-16 27.8363334205755
"VANGL2" -2.44244250633047 9.13207974749115 -10.4115389256447 5.23449925268706e-17 7.51809815016248e-16 27.8069124143901
"SHPRH" -0.605056478391294 7.11645046105202 -10.4095882988084 5.28274247963026e-17 7.5822682378013e-16 27.7977479633376
"LOC644254" -1.06177204086071 6.62366589407316 -10.4086886676705 5.30514225238056e-17 7.60928394136121e-16 27.7935212462871
"CDCA2" -2.10186164947578 8.02226442070204 -10.4069976111694 5.34750562664929e-17 7.66487817954562e-16 27.78557608609
"SS18L2" -0.871131236367726 12.5235447550327 -10.4063270479791 5.36439794003984e-17 7.68391303586447e-16 27.7824255129136
"NRP1" 2.48018080885899 8.47022679834156 10.4008317264199 5.5048627887394e-17 7.87980729335637e-16 27.756605477291
"ARHGEF17" 1.27147730546056 7.25472738181737 10.3972694302688 5.59788181340531e-17 8.00756853079653e-16 27.7398670725913
"FAM65A" 1.48591258542276 10.0560889920918 10.3964478658679 5.61955722728849e-17 8.03317216274553e-16 27.7360066445482
"MTHFD1" -1.25934596392657 8.16424541350604 -10.3956564863654 5.64051582244961e-17 8.05771739820857e-16 27.7322880207025
"DENND2D" 2.43621521441133 7.14893229294829 10.3951732036934 5.65335341716787e-17 8.07063627762267e-16 27.7300171023388
"LOC643296" -1.55084988729687 6.0270626523312 -10.3910787393467 5.763297983333e-17 8.22207319942832e-16 27.7107769902306
"PLSCR4" 2.57757964923338 8.14080328953389 10.390240026278 5.78608226070197e-17 8.24904529272062e-16 27.7068357319406
"CD14" 3.87389236792116 7.93678221258612 10.3872042087293 5.86931009883508e-17 8.36209612272746e-16 27.692569615597
"FLJ32810" -0.839760309045319 6.17467577322993 -10.3857277123358 5.91022140771937e-17 8.41177776949885e-16 27.6856310053268
"ORC3L" -1.18460859941713 9.5931497931189 -10.3856605003648 5.91209052954764e-17 8.41177776949885e-16 27.6853151485816
"SMARCAD1" -0.92877784511389 9.1415823192235 -10.3841715831179 5.9536486630877e-17 8.46524470003599e-16 27.6783180574581
"USP10" -1.12144117933089 9.05949869461161 -10.3820848191349 6.01238698083453e-17 8.543051667958e-16 27.6685112373379
"ADAMTS1" 1.96733208017843 8.23727027671784 10.3807876876432 6.04919111336967e-17 8.58960909028613e-16 27.6624152177439
"CCDC58" -1.57738005531287 9.59823969986393 -10.379049704352 6.0988580147388e-17 8.6543568266517e-16 27.6542472381875
"HS.413494" 1.13625532386996 11.5716841940522 10.3748514423727 6.22052605301217e-17 8.82112064490812e-16 27.6345161222542
"TRIM65" -0.992864121710803 7.21883673899408 -10.3743201594089 6.23609537702329e-17 8.83730744601349e-16 27.6320191231012
"C2ORF15" -1.65456690187423 7.20456873465928 -10.3738311366251 6.25046078391126e-17 8.85176773199576e-16 27.6297207324983
"CD2BP2" 0.78708433231561 11.2822064986019 10.3728567702389 6.27918248894685e-17 8.88652632883489e-16 27.6251412094788
"INSIG2" 1.06333291300417 9.2484111571522 10.3671863335695 6.44897664714985e-17 9.12075679930349e-16 27.5984892587653
"CCDC41" -0.863727529922912 7.95914529194101 -10.364912633672 6.51834562763236e-17 9.21273952460917e-16 27.5878020822005
"TRPM3" -0.594880383928508 5.80384370317896 -10.3613656165351 6.62805924613014e-17 9.36158354743919e-16 27.5711293874995
"FAM127A" 1.39224788464105 11.5050996040816 10.3588338415836 6.70750057040076e-17 9.46750130278663e-16 27.5592284599964
"CCDC112" -1.1378109858706 8.31563915044444 -10.356102192577 6.79428429024252e-17 9.58363535396212e-16 27.5463876621871
"POLE2" -2.36468332021721 9.36539367296234 -10.3537186798002 6.87092684195572e-17 9.68532040127502e-16 27.5351830803507
"VPS16" 0.809149981513025 8.669858386415 10.3485782073627 7.03918319175251e-17 9.91160608430156e-16 27.5110174893836
"POLA1" -1.19804560191399 8.3402128699253 -10.3485301048619 7.04077701724398e-17 9.91160608430156e-16 27.5107913515643
"LOC90379" -0.844700617135616 7.81777702456012 -10.3475590312223 7.07302999011499e-17 9.95042466400371e-16 27.5062261506255
"SDCCAG8" 1.05344785035375 6.8325984312214 10.3454518643115 7.14352712457367e-17 1.00429587221947e-15 27.4963198096126
"GPR64" -2.17115590366317 7.81071134012346 -10.3433567162988 7.21432046184435e-17 1.01357866937841e-15 27.4864697684206
"IFI35" 1.61221452526235 8.50966965759592 10.3385584781915 7.379109867322e-17 1.03604650817034e-15 27.4639107675538
"LOC642280" -0.90590935907085 5.8665842354014 -10.3381706918387 7.3925915477754e-17 1.03725471512355e-15 27.4620875367758
"SNORD31" -1.53308610166532 9.14784245954222 -10.3352375164818 7.49536843212792e-17 1.05098208252995e-15 27.4482965858052
"MPP6" -1.87840065216271 9.31863721403611 -10.3314040734192 7.63185245614048e-17 1.06941458230938e-15 27.4302722376122
"KIAA1715" 1.04250465137966 7.71131347240803 10.3295857929882 7.69745789777855e-17 1.07789747823336e-15 27.4217226850988
"AP1M1" 1.09291397783556 10.4498415192308 10.322395364679 7.96248116242849e-17 1.11427590003958e-15 27.3879118197094
"LMF2" 1.29947728042951 9.07910428604726 10.3221356033644 7.9722247061221e-17 1.11490592849391e-15 27.3866903247592
"D2HGDH" 1.58121190366019 9.60476794893614 10.3187726244041 8.09945291196809e-17 1.13195442109378e-15 27.3708760619655
"HPCAL1" 1.6866117930424 9.28915438423497 10.3135481690495 8.30115323307527e-17 1.15938168365558e-15 27.3463072707581
"TTK" -2.87490144610809 9.3956200478504 -10.3132456902879 8.31298401111818e-17 1.16027219750981e-15 27.3448847808742
